p1,p2,p3,p4,p5,p6,p7,p*
0.7943441559220257,0.7085737430412891,0.6387561774795129,0.9705719921178058,0.9283494541083998,0.697142200827467,0.8839886422261256,0.8929658663523284
0.5657084776373065,0.6862472102919496,0.9868012312268661,0.9922294397391133,0.9683535549461787,0.8846793350215689,0.5740561930515808,0.9699634044330191
0.7607073699366123,0.8464050982661334,0.8226358576779763,0.9802978526372297,0.7976805554747478,0.5799905644575986,0.6608198786286809,0.9841319933707464
0.6791843002049318,0.8128588391935243,0.8297921381018348,0.9674872539835907,0.6912028865723353,0.8139793819989531,0.7355480767224336,0.9294779754783574
0.5076458132595566,0.896885479242366,0.9290043433178105,0.6438421367977182,0.7616090612587143,0.853073589969199,0.7375275957321047,0.8925757871981961
0.5483724768583987,0.5441969387041231,0.5108544682412128,0.9427317569871941,0.7354323632465642,0.856664845292931,0.9004240819516561,0.8060233444121474
0.8923737334553643,0.5271687120238603,0.5220224730912346,0.9430479062227097,0.9957316958714888,0.5902619580116669,0.5495003491338364,0.8522118233322824
0.7137065390424324,0.6961772461435861,0.6566272693713175,0.966693795126274,0.7666061458882454,0.7273156773800759,0.9160317798386959,0.8774389256810983
0.5991480205633689,0.7398562916239948,0.980041240244671,0.841412794956177,0.6474967872704199,0.8282165559019457,0.8101692864506312,0.932701864337216
0.8122840971867636,0.8851844020330484,0.875073414427298,0.904594609684844,0.602226098230112,0.6335105067029759,0.9055505842763912,0.9748447690919569
0.8203801291245619,0.783352473381276,0.6347358818454099,0.5074863327221111,0.5398134895766261,0.8695292013753039,0.7213875225223798,0.816766394080926
0.6355339352538723,0.6073950881075935,0.5643128766976858,0.7521743334344302,0.6908078258654479,0.944390070787297,0.9400028749321736,0.8099569549927761
0.5650712120786325,0.9616596102124724,0.7038613693194328,0.938958912912897,1.0,0.7489014850513287,0.8519358347215055,0.9050063045869075
0.7365731438232886,0.5962744407505022,0.7463906217725492,0.767206875413732,0.6549967998255029,0.5235730906434085,0.5693542163761582,0.8847356606059132
0.695513029038426,0.6199250522071674,0.8705689656603217,0.9222803240020079,0.5288045706150962,0.5110127168616045,0.7901771180391121,0.933542420787874
0.7027419250858034,0.5719719624364866,0.5569447212088406,0.7135223072909835,0.9734536328336635,0.7779544420571122,0.8361375045083179,0.8223328535512016
0.688272231072145,0.5964276326751119,0.9223953526943174,0.6107956930108465,0.5048746631268004,0.7962830097681655,0.7060611305312761,0.867367432470334
0.6462730200257771,0.8523406144968609,0.838360831162706,0.7323523559449657,0.5167568802075575,0.647962072539002,0.5486892924815038,0.8950024328375196
0.7766643969963559,0.7855995788443064,0.6431764839274942,0.5026382190112032,0.6644884609634426,0.6219725290653106,0.6973307354096595,0.8326447358756064
0.7157984235498545,0.8607106739906111,0.5277107638488558,0.7376491486164476,0.5879740881871957,0.9204737694872545,0.9724586219343391,0.8139605137506936
0.8921370865770104,0.5851982596362666,0.68602125016663,0.6972249154558419,0.8999728546933098,0.7641429029691298,0.5885700353166546,0.8654849825246955
0.8506309477688477,0.7414231686472784,0.8080459557791424,0.5118818110352139,0.7281821588924067,0.9345605021096105,0.9577483790633605,0.8601063093082199
0.8884599440939306,0.9246549234531114,0.8283396054054425,0.6872618833385633,0.6096294580355182,0.8132851772293107,0.6139591387885526,0.9128155600194302
0.6440997946526626,0.778122158095028,0.6000793215406016,0.998432323071706,0.6240801519474816,0.8829076800772585,0.5391069383965882,0.8453385054941664
0.6053311579097621,0.939645692483277,0.9545511535891456,0.8306676918151856,0.8101922206283106,0.6954088187113256,0.5572762787504333,0.9764361737257723
0.7522728569679377,0.523337091696649,0.9316282527520556,0.6134320203292054,0.9249630255921085,0.9681576945273548,0.7458480219471907,0.8863519788700587
0.5667253625441057,0.6447621194512777,0.8791373023007054,0.6448120292678335,0.9616220891855174,0.6704941032869187,0.7183633545544827,0.8929996048217783
0.5858502232846651,0.6543260420802695,0.5941720445251641,0.7253116617570106,0.6990760604994346,0.809436386282663,0.9581861945201077,0.8178856772952128
0.6229110442463816,0.9310713712084946,0.5954108342715736,0.8236517565232315,0.5625833213076767,0.6169658495592311,0.6833285733546572,0.846850934942491
0.5214815696705181,0.8655424567017115,0.8265265146226329,0.7176066184894079,0.9741566919630772,0.5780161697593297,0.8001680487631107,0.9142287479574238
0.6133696216107103,0.6778132949808563,0.8504295532747165,0.524560644516932,0.8707834267934691,0.9807208140640283,0.8145240386520484,0.8514074960756398
0.8130996286534783,0.715879362867086,0.7625311038179221,0.9697495811462522,0.8219297581834002,0.7637278796849974,0.8245324056538541,0.9286892236924137
0.817396319205768,0.9190182133927034,0.9033612823985945,0.7763014366919914,0.710608601095398,0.9138475978280858,0.6778143655890464,0.9468978614311195
0.7666900754076463,0.5472716884123089,0.8089361490717912,0.7843317545326077,0.6818261934401442,0.5492603727269724,0.6450522448695036,0.9027896525782257
0.8679420962087596,0.5987278358269538,0.8961750445307051,0.9077429320861422,0.7386421150002089,0.7152592910005778,0.7182286533796735,0.9578681849095377
0.9078435785689273,0.6449677273392703,0.5818372581438014,0.7487209665561726,0.5894232221961311,0.6604205448170323,0.6837304969814767,0.8389769340680127
0.6876256133269947,0.7816436061847117,0.5194898293515481,0.8453715768504185,0.8551050677643306,0.6762021492707266,0.5873672885235794,0.8359436418641509
0.9027205669505404,0.5866249465421621,0.7024380574647306,0.8586563599773333,0.7407350581135522,0.861410534652182,0.9668319693520827,0.8760415236497481
0.9400947483270728,0.6006377541785427,0.8971364889972796,0.7042298099191087,0.650255162739802,0.6813549540280586,1.0,0.9253656556592695
0.7936726085156681,0.961065692623149,0.5833350772850189,0.9943778315499122,0.5823877469604597,0.7243537331486757,0.9212447463965859,0.8701359855900257
0.828161571494462,0.5430091622741676,0.8171454957752191,0.7903412289682749,0.6666678159294472,0.8808671283003542,0.5959688626681051,0.8826230524905407
